Titre,Lien,Date,Contenu
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-12-2021,"Une cérémonie de démarrage des travaux du Projet de Protection contre les Inondations de l’Oued Medjerda a été tenue le mardi 14 décembre 2021, en présence de Elyes HAMZA, Ministre…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-12-2021,"Dans le cadre des activités du Programme des Nations Unies pour le Développement ( PNUD en Libye , et avec un financement du Gouvernement du Japon , 32 startups libyennes…"
F. K,https://realites.com.tn/fr/author/fakhri-khlissa/,16-12-2021,"A la date du 16 décembre 2021, les réserves en devises de la Tunisie ont atteint 126 jours d’importation, ce qui équivaut à 21,572 milliards de dinars selon les données…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,16-12-2021,"Le gouvernorat de Sidi Bouzid s’est hissé à la 21ème place nationale dans le classement des gouvernorats au niveau de l’indice de développement régional avec (0,419), selon un dernier rapport…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,15-12-2021,"L’Axe Maghreb-Sahel, doté d’un climat naturellement aride ou semi-aride, subit d’ores et déjà les effets du changement climatique comme le stress hydrique exacerbé, la baisse des rendements agricoles ainsi que…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,14-12-2021,L’Algérie va octroyer un prêt de 300 millions de dollars à la Tunisie. C’est ce qui ressort de la dernière publication du Journal Officiel de la République Tunisienne (JORT) de…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,14-12-2021,"La Tunisie est parvenue à améliorer son rang au classement global de l’indice de prospérité, passant de la 99ème place en 2020, à la 96ème place cette année, révèle la…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-12-2021,Les membres du Conseil des présidents des unions régionales de la centrale patronale réunis le 11 décembre courant ont appelé à clarifier la vision sur le processus économique et social…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-12-2021,"Le nouveau Rapport mondial de suivi sur l’éducation 2021/2, présenté aujourd’hui au Forum RewirEd à Dubaï, révèle qu’à l’échelle mondiale, une famille sur six doit épargner pour acquitter les frais…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-12-2021,"Betacube, le premier programme de Venture Building en Tunisie pour les startups et les entrepreneurs en FinTech et Mobilitytiendra son 9ème RDV Betacube& Friends le Jeudi 14 Décembre 2021 à l’hôtel Barcelo Concorde,…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,10-12-2021,"Le Groupement des Industries Tunisiennes Aéronautiques et Spatiales GITAS a représenté l’industrie aéronautique tunisienne à Hambourg Aviation Forum, en Allemagne, le 7 et 8 décembre 2021. Il s’agit de la…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,10-12-2021,La TRANSTU va pouvoir (enfin !) renouveler ses trains de la ligne TGM. C’est ce que devrait permettre un financement qui a été accordé à la Tunisie par la Banque…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,10-12-2021,La conférence internationale relative aux Accords commerciaux avec l’Afrique s’est tenue à Tunis. Organisée dans le cadre du projet « Promotion des Exportations vers l’Afrique sub-saharienne » (PEMA II) et…
M. A. Sghaïer,https://realites.com.tn/fr/author/mohamed-ali-sghaier/,10-12-2021,"« La situation est difficile, certes, mais on est loin de recourir au Club de Paris », a fait savoir la ministre des Finances Sihem Boughdiri Nemsia, lors de sa participation à…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,09-12-2021,"Selon le bulletin mensuel de novembre 2021 qui vient d’être publié par l’Agence de Promotion des Investissements Agricoles(APIA), les investissements approuvés se sont élevés, au cours des dix premiers mois…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,09-12-2021,Le Centre des Jeunes Dirigeants(CJD) et la Konrad Adenauer Stiftung (KAS) à Tunis ont présenté l’édition 2021 de l’enquête conduite auprès des PME sur l’évaluation de l’administration. L’occasion de partager…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,06-12-2021,"Le Tunindex a enregistré, durant les neuf premiers mois de 2021, une performance de 5,8%, contre une correction de 5,2% au cours de la même période de l’année 2020, indique…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,04-12-2021,"Les recettes douanières recouvertes au profit du trésor de l’Etat ont augmenté de 17,2% à fin novembre 2021, par rapport à la même période de l’année 2020, atteignant ainsi, 7614…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,04-12-2021,"Les intentions d’investissement dans des projets dont le coût dépasse 15 millions de dinars a baissé de 20% à 1,6 milliard de dinars au cours des onze premiers mois de…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,01-12-2021,"L’Observatoire National de l’Agriculture (ONAGRI) vient de lancer, en collaboration avec l’Observatoire du Sahara et du Sahel (OSS), un nouveau système d’information en appui à la sécurité alimentaire en Tunisie…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,01-12-2021,"Tout au long de l’événement SKYS, qui s’est déroulé du 27 octobre au 27  novembre 2021, dans le désert de Tozeur, la région a connu un nouveau rythme de vie…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,30-11-2021,"Les produits de la pêche retrouvent leur rythme d’avant la pandémie, avec des recettes de plus de 495,5 MD à fin octobre 2021 Les exportations des produits de la pêche…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,29-11-2021,"Le secteur touristique mondial devrait encore perdre 2000 milliards de dollars cette année sous l’effet des restrictions liées à la pandémie de Covid-19, a annoncé l’Organisation mondiale du tourisme (OMT),…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,29-11-2021,Quelle est la différence entre la « décentralisation » et la « déconcentration » ? Qu’entendez-vous par « libre administration » ? L’expression « finances locales » est-elle claire pour…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,29-11-2021,"5 accords ont été conclus entre des entreprises tunisiennes et le fonds d’investissement allemand IFB. C’est ce qu’a indiqué l’ambassade d’Allemagne en Tunisie ce lundi 29 novembre 2021, soulignant que…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,29-11-2021,"La Bourse de Tunis a indiqué lundi, qu’elle va bientôt, lancer un Guide de reporting environnemental, social et de gouvernance (ESG), destiné aux entreprises tunisiennes. Les critères environnementaux, sociaux et…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-11-2021,"S’il y a une niche grâce à laquelle l’État pourrait renflouer ses caisses, c’est bel et bien la lutte contre l’évasion fiscale. Aux yeux de nombreux citoyens et observateurs, c’est…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-11-2021,"Le président de la Chambre nationale des fabricants de fer, Hédi Ben Ayed a déclaré vendredi, à l’agence TAP, que les fabricants attendent la fixation de la nouvelle tarification pour…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-11-2021,"2030 peut nous paraître loin, mais non ; 9 ans, c’est ce qu’il reste à la Tunisie pour mettre en place les mesures nécessaires pour limiter les effets du réchauffement…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,24-11-2021,"La bourse de Tunis a terminé la séance du mercredi, sur une note légèrement haussière (+0,02% à 7056,58 points) dans un volume de 5,2MDt, alimenté par une transaction de bloc…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,23-11-2021,Des responsables tunisiens et libyens ont étudié mardi 23 novembre les obstacles qui empêchent la circulation des marchandises entre les deux pays et cherché les outils d’intégration économique au niveau…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,23-11-2021,"En octobre 2011, 23 startups tunisiennes se sont vues octroyer le label Startup par le ministère des Technologies de l’information et la Communication. C’est ce qui ressort d’un communiqué publié…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,23-11-2021,"Le ministre de l’Economie et de la Planification, Samir Saied a indiqué, mardi, que son département entamera, prochainement, l’élaboration d’un programme de relance économique qui présentera des mesures urgentes et…"
Panoro Energy : Production stable en Tunisie et en développement en Guinée équatoriale et au Gabon,https://realites.com.tn/fr/panoro-energy-production-stable-en-tunisie-et-en-developpement-en-guinee-equatoriale-et-au-gabon/,23-11-2021,"Panoro Energy ASA vient d’annoncer aujourd’hui que, sur une base pro forma, la production des intérêts directs pour les neuf premiers mois de l’année 2021 s’élevait à 7 500 b/j.…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,23-11-2021,"A l’occasion de la semaine mondiale de l’entrepreneuriat  célébrée chaque année au mois de novembre, l’Institut des hautes études commerciales de Carthage (IHEC), s’associe à ce mouvement mondial qui célèbre…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,22-11-2021,"Un service de paiement en ligne vient d’être mis en place par le centre de promotion des exportations au profit des opérateurs économiques, a annoncé le CEPEX dans un communiqué.…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,20-11-2021,"Le volume des exportations demeure relativement stable (-0,4%), au mois d’octobre, tandis que le volume des importations enregistre une légère augmentation (+1,2%), a indiqué samedi, l’Institut National de la Statistique…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-11-2021,Le syndicat patronal CONECT et le Programme des Nations Unies pour le Développement (PNUD) en collaboration avec le cabinet d’Audit et de conseil HLB GSAudit& Advisory et l’Institut de sondage…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,18-11-2021,"La Chambre Tuniso-Française de Commerce et d’Industrie (CTFCI) et le bureau de Business France de Tunis ont organisé le 18 novembre 2021 un webinaire sur le thème : « S’implanter en France, se développer à…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,18-11-2021,Le Fonds Monétaire International (FMI) a bel et bien été sollicité par la Tunisie en vue de l’obtention d’un nouvel appui financier. C’est ce qu’a indiqué le porte-parole de l’institution…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,18-11-2021,"Suite à un décret présidentiel, le ministre de l’Économie et de la Planification, Samir Saïed, a été désigné pour représenter la Tunisie au Conseil des gouverneurs des instituions financières internationales.…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,18-11-2021,"Le président de la Confédération des Entreprises Citoyennes de Tunisie (CONECT), Tarek Cherif a révélé que la moitié des entreprises économiques ont perdu leur capital à cause de l’épidémie du Covid-19…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,18-11-2021,Carthage Cement tient à informer le marché financier et le public que l’avis de la vente judicaire des 772 660 actions « Carthage Cement » publié par l’intermédiaire en bourse…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,18-11-2021,L’agence de promotion des investissements agricoles (APIA) a approuvé 190 opérations d’investissement dans le secteur agricoles au gouvernorat de Zaghouan durant la période écoulée de l’année 2021. L’enveloppe de ces…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,16-11-2021,"Mohamed Moez Belhassine, ministre du Tourisme et de l’Artisanat a rencontré mardi, au siège de son département, une délégation de tours opérateurs et de voyagistes allemands, en visite actuellement en…"
